Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
home stay units,ella hide view,"ethimale,kithal-ella,ella",4,standard,badulla,ella divisional secretariat,81.0417434,6.869702,ella pradeshiya sabha
home stay units,monarch ella,"ethulgashinna,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.045554,6.871848,ella pradeshiya sabha
home stay units,royal vantage,"ethulgashinna,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.045511,6.873144,ella pradeshiya sabha
home stay units,cozy home stay,"waterfall road,watagoda watta,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.043735,6.868075,ella pradeshiya sabha
home stay units,laura,"sirisewana,kithal-ella,ella",5,superior,badulla,ella divisional secretariat,81.045358,6.871415,ella pradeshiya sabha
home stay units,namal's great view home stay,"kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.042817,6.870018,ella pradeshiya sabha
home stay units,dimuthu home stay,"temple road,ethimale,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.0426123,6.869209,ella pradeshiya sabha
home stay units,paraiso home stay,"temple road,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,80.730977,7.863201,ella pradeshiya sabha
home stay units,blooming rose,"ethimale,kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.042174,6.869789,ella pradeshiya sabha
home stay units,romance in ella,"medapathana,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.042083,6.86868,ella pradeshiya sabha
home stay units,waterfall view,"no,226,watagodawatta,kithal-ella,ella",4,standard,badulla,ella divisional secretariat,81.043556,6.868938,ella pradeshiya sabha
home stay units,niceview homestay,"kudugal pathana,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.036464,6.866145,ella pradeshiya sabha
home stay units,golden view guest,"medapathana,kithal-ella,ella",4,standard,badulla,ella divisional secretariat,81.035746,6.869177,ella pradeshiya sabha
home stay units,will guest homestay,"""saniru""kiriwetiya,kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.038657,6.867416,ella pradeshiya sabha
home stay units,owin hill homestay,"""suchithra"",kudugal pathana,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.038417,6.867171,ella pradeshiya sabha
home stay units,daban homestay,"""sewwandi"",kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.03779,6.866365,ella pradeshiya sabha
home stay units,lucky star,"""lucky star"" kithal-ella,ella",4,standard,badulla,ella divisional secretariat,81.040488,6.870025,ella pradeshiya sabha
home stay units,the lover stay,"ambagahawatta,medapathana,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.041244,6.870241,ella pradeshiya sabha
home stay units,ella happy view,"kithal-ella,ella",1,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,blue ribbon homestay,"waterfall road,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.0444555,6.8702405,ella pradeshiya sabha
home stay units,ella river front,"""sisila"" wellawaya road,ella",2,standard,badulla,ella divisional secretariat,81.0453657,6.8694274,ella pradeshiya sabha
home stay units,silent nest,"watagodawatta,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.043371,6.867291,ella pradeshiya sabha
home stay units,brilliant view,"waterfall homestay road,kithal-ella,ella",4,standard,badulla,ella divisional secretariat,81.045041,6.870346,ella pradeshiya sabha
home stay units,ella mount view guest inn,"watagoda watta road,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.045952,6.870878,ella pradeshiya sabha
home stay units,maple homestay,"""darhana"" kithal-ella,ella",2,standard,badulla,ella divisional secretariat,80.626737,7.288128,ella pradeshiya sabha
home stay units,river splendor homestay,"16 mile post,wellawaya road,ella",2,standard,badulla,ella divisional secretariat,81.04668,6.868413,ella pradeshiya sabha
home stay units,leisure dream inn,"wellawaya road,ella",2,standard,badulla,ella divisional secretariat,81.046772,6.870086,ella pradeshiya sabha
home stay units,rawana fall view,"""sisila"" wellawaya road,ella",4,standard,badulla,ella divisional secretariat,81.046314,6.870231,ella pradeshiya sabha
home stay units,welcome inn,"""hemamalee"" kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.045965,6.869021,ella pradeshiya sabha
home stay units,serenity homestay,"waterfall road,watagodawatta,kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.044441,6.86814,ella pradeshiya sabha
home stay units,idyll homestay,"watagodawatta, kithalaella, ella",4,standard,badulla,ella divisional secretariat,81.0436273,6.8691837,ella pradeshiya sabha
home stay units,amba villa,"26/a, nithulemadu, rajawella, digana, kandy",2,deluxe,kandy,kandy divisional secretariat,80.7823734,7.255355,kandy
home stay units,mango villa,"no-13/129, 3rd lane, chandra wettasinghe mawatha, nawala, koswatta.",3,deluxe,colombo,colombo divisional secretariat,79.897213,6.896087,colombo
home stay units,nature paradise,"ethulgashinna,kithal-ella,ella",2,standard,badulla,ella divisional secretariat,81.083528,6.861187,ella pradeshiya sabha
home stay units,paddy field view,"""saman"",wellawaya road,ella",5,standard,badulla,ella divisional secretariat,81.095229,6.867295,ella pradeshiya sabha
home stay units,the one star home stay,"ethimale gedara,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.042423,6.870513,ella pradeshiya sabha
home stay units,7th hill,"kirimetiya gedara,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.04003,6.868833,ella pradeshiya sabha
home stay units,village view home stay,"ethulgashinna,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,81.04545,6.871314,ella pradeshiya sabha
home stay units,sunray home stay,"""saman"" wellawaya road,ella",2,standard,badulla,ella divisional secretariat,81.046012,6.870202,ella pradeshiya sabha
home stay units,avinka villa,"walpolawaththa, talpe north, unawatuna",3,standard,galle,akmeemana divisional secretariat,80.278126,6.000995,akmeemana
home stay units,ella finalgate,"diyamadiththa,kithal-ella,ella",3,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,morning light,"watagodawatta,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.044952,6.869198,ella pradeshiya sabha
home stay units,reverie hill bungalow,"40/8d, hilpankadura mawatha, kandy",2,superior,kandy,gagawata,80.654138,7.277513,kandy
home stay units,eagle lodge,"eagle lodge, victoria golf resort, digana",4,deluxe,kandy,kandy divisional secretariat,80.7742644,7.2650791,kandy
home stay units,travellers home,"538 (67/11), gohagoda road, katugastota",2,standard,kandy,harispattuwa divisional secretariat,80.623502,7.315674,harispattuwa pradeshiya sabha
home stay units,the city hideout,"no 475/19, lake crescent, rajagiriya",5,standard,colombo,kotte divisional secretariat,79.888422,6.909424,kotte muncipal council
home stay units,haritha cottage,"60/q/3 lumbini gardens lumbini mawatha,dalugama,kelaniya",2,superior,gampaha,mahara divisional secretariat,79.919137,6.975736,kelaniya pradeshiya sabha
home stay units,love is sweet cottage,"""samansiri"" ethimale,kithal-ella,ella",1,standard,badulla,ella divisional secretariat,81.044138,6.86269,ella pradeshiya sabha
home stay units,dawn view homestay,"ella waterfall road,ella",2,standard,badulla,ella divisional secretariat,81.052249,6.881556,ella pradeshiya sabha
home stay units,my inn guest house,"no:60, kudugalpathana, kithalella, ella",2,standard,badulla,ella divisional secretariat,81.044138,6.86269,ella pradeshiya sabha
home stay units,legacy lanka home stay,"405/4. diya addara, attanagalla",4,superior,gampaha,attanagalla divisional secretariat,nan,nan,attanagalla pradeshiya sabha
home stay units,cinnamon apartment,"no 12/b/2/1,wattalpola road, walana, panadura",2,standard,kalutara,panadura divisional secretariat,79.9067978,6.7287176,panadura
home stay units,skyline mount bungalow,"236/29,summer field summit, angunawela, peradeniya",4,deluxe,kandy,udunuwara divisional secretariat,80.591459,7.243702,udunuwara pradeshiya sabha
home stay units,heaven upon rice fields,"3/3 a nuwaravewa waththa, mihinthala road, jaffna junction, anuradapura.",3,superior,anuradhapura,anuradhapura east,80.5,8.35,anuradhapura
home stay units,nature view resort,"no:83/b pahala madampala,katulanda,akaragama",3,standard,gampaha,divulapitiya divisional secretariat,79.957041,7.27348,negombo
home stay units,the castle of kandy,"no:147/22, dharmashoka mw, lewella, kandy",4,deluxe,kandy,kandy divisional secretariat,80.647176,7.301356,kandy
home stay units,cambels lane forest view,"20/17a, 1st lane, siyambalagastenna road, kandy",2,standard,kandy,kandy divisional secretariat,80.630684,7.322684,kandy
home stay units,sugar villa,"no/18f,peter medis road,negambo",5,superior,gampaha,negombo divisional secretariat,79.842796,7.227029,negombo
home stay units,jayavimana,"no.147/20, dharmashoka mawatha, lewella, kandy",1,standard,kandy,gangawata koralaya,80.649138,7.299508,kandy
home stay units,thiagi inn,"20/b, atapattu road, dehiwala",1,superior,colombo,dehiwala divisional secretariat,79.880083,6.830118,dehiwala-mount lavinia
home stay units,dilu's homestay,"14/21, 1st cross,thiruchendur, batticaloa",2,standard,batticaloa,manmunai north divisional secretariat,81.67473,7.730997,batticaloa
home stay units,gloria guest rooms,"78 main road,kalpitiya.",3,standard,puttalam,puttalam divisional secretariat,79.759614,8.229528,kalpitiya pradeshiya sabha
home stay units,sanupa villa kandy,"no. 09 mahaweli breeze,,maligathenna gurudeniya,,kandy.",2,superior,kandy,kandy divisional secretariat,80.703184,7.265038,gagawata koralya
home stay units,thal sewana,"37/b, pidurangala temple road,sigiriya,",4,superior,matale,dambulla divisional secretariat,80.76218,7.965655,dambulla pradeshiya sabha
home stay units,granary home stay,"no 80,,pamunuwa,,pilimatalawa.",4,superior,kandy,udunuwara divisional secretariat,80.572178,7.240107,udunuwara pradeshiya sabha
home stay units,jungle village homestay,"a-92,,galpola,,molagoda,",1,standard,kegalle,rambukkana divisional secretariat,80.389404,7.277056,rambukkana pradeshiya sabha
home stay units,great hospitality in hill country,"no 8/4 a ,,maddepatana,ampiyiya",3,standard,kandy,ganga ihala korale divisional secretariat,80.66321,7.268636,kandy
home stay units,parisare,"97/3,rosmead place,colombo 7",1,standard,colombo,colombo divisional secretariat,79.866084,6.906528,colombo
home stay units,kevins villa,"36/12,sangaraja mawatha,kandy",4,standard,kandy,kandy divisional secretariat,80.643254,7.289666,kandy
home stay units,evergreen homestay,"no..33,mable cooray mavatha,primrosegarden,kandy",2,superior,kandy,gangawata koralaya,80.614567,7.281205,kandy
home stay units,rivorich residence,"no 8/6, riverside garden, sirimalwatta,,gunnepana,kandy",7,deluxe,kandy,kundasale divisional secretariat,80.669273,7.315507,kundasle
home stay units,lumbini inn,"no 7,l,paradise garden, lewke mawatha,wahugapitiya.,,pussellawa",4,standard,kandy,udapalatha divisional secretariat,80.638241,7.110983,udapalatha
home stay units,kandy hill view home stay,"50/10,,uplands,,kandy.",1,standard,kandy,kandy divisional secretariat,80.633726,7.290572,kandy
home stay units,avaana by springhills,"103/2, doolwala,,halloluwa,kandy",2,standard,kandy,harispattuwa divisional secretariat,80.595915,7.311916,harispattuwa pradeshiya sabha
home stay units,ocean pebbles,"24a,,hill street,,dehiwela",3,superior,colombo,dehiwala divisional secretariat,79.8665,6.851297,dehiwala-mount lavinia
home stay units,lakeside lodge kandy,"36/1,sangaraja mawathe,kandy",2,standard,kandy,kandy divisional secretariat,80.643209,7.28971,kandy
home stay units,chamalkas homestay,"67a,church street,fort galle",4,deluxe,galle,galle divisional secretariat,80.216964,6.029135,galle
home stay units,villa arunalu kandy,"no 383/d illukmodara estate,thennekumbura,kandy",4,deluxe,kandy,kandy divisional secretariat,80.633726,7.290572,gagawata koralya
home stay units,grace green ville homestay,"414/5,st. rita's road, daluwakotuwa,kochchikade",4,deluxe,gampaha,negombo divisional secretariat,nan,nan,negombo
home stay units,summerland,"821, moravitiya lane, buthgamuwa road, gothatuwa new town ,rajagiriya",3,standard,colombo,kolonnawa divisional secretariat,nan,nan,kotikawatta mulleriyawa pradeshiya sabha
rented apartments,lotus apartment,"72 2/1d, carlton residencies, papiliyana rd,nadimala, dehiwala",2,superior,colombo,dehiwala divisional secretariat,nan,nan,dehiwala-mount lavinia
rented apartments,lily,"72 3/1e, carlton residencies, papiliyana road, nadimala, dehiwala.",1,superior,colombo,colombo divisional secretariat,nan,nan,colombo
rented apartments,cottage garden bungalows,"42-48, college avenue, mount lavinia",3,standard,colombo,colombo divisional secretariat,79.864464,6.838671,colombo
rented apartments,holiday resident seredeep,"70/2, baddagana north, kotte",1,superior,colombo,colombo divisional secretariat,nan,nan,colombo
rented apartments,lavinia garden bungalow,"38 - 40, college avenue, mount lavinia",2,standard,colombo,ratmalana divisional secretariat,nan,nan,dehiwala-mount lavinia
rented apartments,cinnamon penthouse,"24-3f crescat residancies, no75, galle road, colombo 03.",5,deluxe,colombo,thimbirigasyaya divisional secretariat,79.84808,6.917928,colombo
rented apartments,milan square,"7/5, 10, 37th lane, colombo 06",3,superior,colombo,colombo divisional secretariat,79.862908,6.869139,colombo
rented apartments,station court,"3/3, 19, wellawatte road, colombo 6",3,superior,colombo,colombo divisional secretariat,79.8582943,6.8746633,colombo
rented apartments,sanilka estate,"henyaya, bodagama, thanamalwila",4,superior,moneragala,thanamalvila divisional secretariat,nan,nan,thanamalwila pradeshiya sabha
rented apartments,city beds the regent,"201/2, new regent building, colombo 2",5,superior,colombo,colombo divisional secretariat,nan,nan,colombo
rented apartments,ohm from ohm,"457/18, millagaha watte, nawala road, rajagiriya.",2,superior,colombo,colombo divisional secretariat,nan,nan,kotte muncipal council
rented apartments,nirana apartment,"21, chapel road, nugegoda",2,superior,colombo,nugegoda divisional secretariat,79.886749,6.871861,kotte muncipal council
rented apartments,flower garden stay,"157/13, sausiri uyana, pittugala, malabe",2,superior,colombo,kaduwela divisional secretariat,nan,nan,kaduwela pradeshiya sabha
rented apartments,beraliya,"batapola road, kahawa",8,superior,galle,hikkaduwa divisional secretariat,nan,nan,galle
rented apartments,sirimal home rest,"makan watte, godakanda, galle",3,superior,galle,bope-poddala divisional secretariat,nan,nan,bope
rented apartments,schone villa,"harbour road, mirissa-south",2,superior,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
rented apartments,amali home stay,"258/c, bowalawatte, kandy",1,standard,kandy,gagawata,80.617781,7.259649,kandy
rented apartments,golden villa,"nagaha junction, panwila, hikkaduwa",2,superior,galle,hikkaduwa divisional secretariat,nan,nan,galle
rented apartments,pine studio,"15/3, ashley hills residencies, lady macculum drive, nuwara eliya",1,deluxe,nuwara eliya,nuwara eliya divisional secretariat,80.769601,6.976232,nuwara eliya
