Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
guest houses,tharana guest house,"no.28,gangasiriwatta,sirimalwatta,gunnepana",5,b,kandy,kundasale divisional secretariat,80.721233,7.289313,kandy
guest houses,giriulla resort,"sathutu uyana ,nalle, diwuldeniya.",20,a,gampaha,mirigama divisional secretariat,nan,nan,gampaha
guest houses,taniya nature resort,"puttalam road,kalpitiya",14,a,puttalam,kalpitiya divisional secretariat,79.744219,8.217138,kalpitiya pradeshiya sabha
guest houses,ambepussa rest house,"ambepussa, warakapola",6,a,kegalle,warakapola divisional secretariat,nan,nan,kegalle
guest houses,sana guest house,"no:279,barathi nagar,mallavi,yogapuram",5,b,mullaitivu,vavuniya,nan,nan,vavuniya
guest houses,thanu rest,"udaya nagar west ,off kandy road,killinochchi",6,b,kilinochchi,nan,nan,nan,nan
guest houses,sana guest house,"no:105, kollavilankulam, pali nagar, vavunikkulam",5,b,mullaitivu,vavuniya,nan,nan,vavuniya
guest houses,the albatross golfing & holiday resort,"c/o victoria golf& country resort,p.o. box 07,rajawella",5,a,kandy,medadumbara divisional secretariat,80.772308,7.265746,kandy
guest houses,mahagama rest house,"mahagama rest house, mahagama",4,b,kalutara,bulathsinhala divisional secretariat,80.159812,6.62073,bulathsinhala pradeshiya sabha
guest houses,rest house - anamaduwa,"rest house,anamaduwa",5,b,puttalam,anamaduwa divisional secretariat,80.011116,7.903239,anamaduwa pradeshiya sabha
guest houses,the belfry guest house,"no. 13/4, polkatuwa, galle road, beruwala",6,a,kalutara,beruwala divisional secretariat,79.985959,6.468166,beruwala pradeshiya sabha
guest houses,rosa restaurent,"mavady moolai road, vaddu west, vadduk koddai.",15,b,jaffna,jaffna divisional secretariat,79.946031,9.744691,jaffna
guest houses,the villa hotel,"yaddhemulla,unawatuna",6,a,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,royal park inn,"36/1, de seram rd, mt. lavinia",6,b,colombo,ratmalana divisional secretariat,nan,nan,colombo
guest houses,tri star beach hotel,"arugambay,pottuvil",20,a,ampara,pottuvil divisional secretariat,nan,nan,puttalam pradeshiya sabha
guest houses,polgahawela rest house,"no. 76, kegalle road, polgahawela",18,b,kurunegala,polgahawela divisional secretariat,80.299345,7.331108,polgahawela pradeshiya sabha
guest houses,tissa village,"uduwila,thissamaharama",6,b,hambantota,thissamaharama divisional secretariat,81.285821,6.278132,thissamaharama
guest houses,verona hotel,"zavier road, wennappuwa",10,a,puttalam,chilaw divisional secretariat,79.83491,7.34757,wennappuwa pradeshiya sabha
guest houses,royal rest,"mannar road, veppankulam, vavuniya",7,b,vavuniya,vavuniya,nan,nan,vavuniya
guest houses,victoria golf & country resort,"p.o.box 07, rajawella",25,a,kandy,kandy divisional secretariat,80.774256,7.265143,kandy
guest houses,waters edge,"no.316,athul kotte road,battaramulla",5,a,colombo,kaduwela divisional secretariat,nan,nan,colombo
guest houses,visaka hotel,"no:34, sellakataragama road, kataragama",22,a,moneragala,hambantota divisional secretariat,81.31888,6.420677,hambantota
guest houses,wet water resort,"no.136/d,lumbiniwatta,ja-ela ,gampaha",12,a,gampaha,ja-ela divisional secretariat,79.95547,7.090865,ja-ela pradeshiya sabha
guest houses,river gardern guest,belihuloya,5,b,ratnapura,imbulpe divisional secretariat,nan,nan,ratnapura
guest houses,rico shadow guest house & restaurent,"kammala north, waikkala",10,a,puttalam,wennappuwa divisional secretariat,79.83965,7.298235,wennappuwa pradeshiya sabha
guest houses,hotel wonder bar,"chandana villa,robolgoda,benthota",6,a,galle,benthota divisional secretariat,80.000133,6.411683,bentota pradeshiya sabha
guest houses,yathusan guest house,"kadduwan road, mallakam, jaffna",5,b,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,royal rest,"kandy road, mangullam",6,b,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,wijaya holiday resort,"thalgahahena estate,epitawala,kiriella",12,a,ratnapura,kiriella divisional secretariat,80.243828,6.743553,ratnapura
guest houses,clarion hub,"no: 1374, colombo road, kurana, katunayaka.",20,a,gampaha,gampaha divisional secretariat,nan,nan,gampaha
guest houses,yala edge,"kochipothana, sithulpahuwa road, katharagama",5,b,moneragala,moneragala divisional secretariat,81.38107,6.402011,polonnaruwa
guest houses,pubs and places,"1837, new galle road, moratuwa",5,b,colombo,moratuwa divisional secretariat,nan,nan,moratuwa
guest houses,royal park guest,"no:121, gala junction, kiribathgoda",16,b,colombo,colombo divisional secretariat,79.933777,6.984793,colombo
guest houses,the talduwa manor,"malwatte leisure resorts, talduwa estate, irracht diivision, hatton road, dehiowita",12,b,kegalle,dehiovita divisional secretariat,80.249924,6.974722,dehiowita pradeshiya sabha
guest houses,spring of life,"no. 57/a, gangaboda road, wewela, piliyandala",11,a,colombo,kesbewa divisional secretariat,79.904251,6.803964,kesbewa
guest houses,sun n sea hotel,"no. 324, matara road, ganahena, unawatuna",10,b,galle,habaraduwa divisional secretariat,80.252304,6.007165,habaraduwa
guest houses,cosy hotel & restaurant,"no.15,sirampiyadi lane,jaffna.",15,a,jaffna,jaffna divisional secretariat,80.017311,9.667941,jaffna
guest houses,j.j.guest house,"kandy road,palai",6,b,kilinochchi,jaffna divisional secretariat,nan,nan,jaffna
guest houses,heritage garden,"no:687,galle road,molligoda,wadduwa,",5,b,kalutara,panadura divisional secretariat,79.931446,6.66238,panadura pradeshiya sabha
guest houses,gomez place,"no:22/6b,poruthota road,ettukala,negambo",11,b,gampaha,negombo divisional secretariat,79.843826,7.240576,negombo
guest houses,n t p green house star,"main street,puthukkudiyiruppu - 05, puthukkudiyiruppu",10,c,batticaloa,manmunai pattu divisional secretariat,nan,nan,batticaloa
guest houses,penara hotel and restaurant,"no.779,waragoda road, kelaniya.",10,b,gampaha,kelaniya divisional secretariat,nan,nan,kelaniya pradeshiya sabha
guest houses,walpola restaurant & guest house,"walpola restaurant,atuela,pitabaddara.",5,c,matara,pitabeddara divisional secretariat,nan,nan,pitabeddara pradeshiya sabha
guest houses,hotel shanthi,"no:114/1,moragollagama road,maho",14,a,kurunegala,kurunegala divisional secretariat,nan,nan,kurunegala
guest houses,hotel alakamanda,"no:11/1,nagasena mawatha,anuradhapura",6,a,anuradhapura,anuradhapura east,80.417471,8.308622,anuradhapura
guest houses,shine guest house & restaurant,"no:157/7,padiliyatuduwa road,hunupitiya,wattala",7,c,gampaha,mahara divisional secretariat,nan,nan,gampaha
guest houses,hotel the paradise,"puttalam road,walagane,maspotha.",6,b,kurunegala,maspotha divisional secretariat,nan,nan,kurunegala
guest houses,binuri hotel & guest house,"wadiya watta,mapalagama,galle",12,b,galle,nagoda divisional secretariat,nan,nan,galle
guest houses,deco on forty four,"no:44,light house street,fort,galle",7,a,galle,galle divisional secretariat,80.216486,6.026811,galle
guest houses,dickwella restaurant,"no:121/1,main street,ambalantota",6,c,hambantota,ambalantota divisional secretariat,nan,nan,ambalantota pradeshiya sabha
guest houses,bandagiri village eco resorts,"gonnoruwa road,hambantota",22,a,hambantota,hambantota divisional secretariat,81.142757,6.234207,hambantota
guest houses,kiruwana ella guest,"urubokka road,moragala,kirilipana",6,b,matara,pasgoda divisional secretariat,nan,nan,matara
guest houses,moulini hotel,"kodikamam north,kodikamam",5,c,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,ceybank rest - kataragama,"tissamaharama road,kataragama.",26,a,moneragala,katharagama divisional secretariat,81.330985,6.412627,katharagama
guest houses,sanula guest house,"sanula guest house,bandarwaththa,waththagama,south dickwella",7,b,matara,dickwella divisional secretariat,nan,nan,dickwella
guest houses,thuduwa camp,"samagipura,kiriibbanwewa,sewanagala",6,b,moneragala,sewanagala divisional secratariat,nan,nan,thanamalwila pradeshiya sabha
guest houses,hettiarachchi family resturant & guest house,"no 151,mathugama road,pelawaththa",6,a,kalutara,walallavita divisional secretariat,nan,nan,walallawita pradeshiya sabha
guest houses,sea moon garden guest house,"kalmunai road, main street, kirankulam 06 north, batticaloa",7,a,batticaloa,manmunai pattu divisional secretariat,81.763094,7.613703,nan
guest houses,villa lanka pearl,"23/13, ghanathilaka mawatha, wellaboda, balapitiya",6,b,galle,balapitiya divisional secretariat,nan,nan,nan
guest houses,hotel honey moon,"kandy road,navatkuli,kaithdy.",7,b,jaffna,jaffna divisional secretariat,nan,nan,kalmunai
guest houses,sun rise guest,udakalagama.polonnaruwa road.habarana,6,c,polonnaruwa,hingurakgoda divisional secretariat,80.747548,8.027473,hingurakgoda pradeshiya sabha
guest houses,rest house - bogawantalawa,"11o.main street,bogawantalawa",3,b,nuwara eliya,ginigathhena,80.678775,6.795292,ambagamuwa pradeshiya sabha
guest houses,dalawella beach resort,no448.dalawella.unawatuna,8,b,galle,habaraduwa divisional secretariat,80.259485,6.002037,habaraduwa
guest houses,saranga holiday inn,37.ella road.wellawaya.,10,a,moneragala,wellawaya divisional secretariat,81.100217,6.733045,wellawaya
guest houses,new grosvenor hotel,kandy road.helagala.danowita,8,a,gampaha,mirigama divisional secretariat,nan,nan,madurawala pradeshiya sabha
guest houses,hotel shanika,no 175.balagolla.kengalla,10,b,kandy,kundasale divisional secretariat,nan,nan,kundasle
guest houses,sayurima hotel & guest house,"goviyapana, ahangama",7,b,galle,habaraduwa divisional secretariat,80.380499,5.965326,habaraduwa
guest houses,hotel samenra,520/5.colombo road.kaduwela,5,a,colombo,kaduwela divisional secretariat,nan,nan,kaduwela pradeshiya sabha
guest houses,green b corner,makathmakanthy veethy.chavakachcheri,5,b,jaffna,chavakachcheri,nan,nan,chavakacheri
guest houses,mandara royal resort,"253, horagolla, nittambuwa",5,b,gampaha,attanagalla divisional secretariat,80.08492,7.134154,attanagalla pradeshiya sabha
guest houses,coppenrath guest house & restaurent,no 61 a.wijaya road.tangalle,6,b,hambantota,tangalle divisional secretariat,80.800652,6.032977,tangalle pradeshiya sabha
guest houses,ging oya lodge,kammala north.waikkala,6,a,puttalam,wennappuwa divisional secretariat,nan,nan,wennappuwa pradeshiya sabha
guest houses,thushara restaurant & guest house,no 02.nuwaraeliya rd.welimada.,6,b,badulla,welimada divisional secretariat,80.912443,6.907542,welimada pradeshiya sabha
guest houses,pine village guest house,"velegama, uva - thanna",10,a,badulla,haldummulla divisional secretariat,nan,nan,haldummulla pradeshiya sabha
guest houses,royal mount hotel,nuwaraeliya road.paradeka,7,a,kandy,gampola divisional secretariat,nan,nan,udapalatha
guest houses,royal garden restaurant,"903/18, williom gopallawa mawatha, kandy",25,a,kandy,gagawata,80.61308,7.274373,gagawata koralya
guest houses,sikuru garden hotel,kusum pokuna road.diulankadawala. medirigiriya,8,a,polonnaruwa,medirigiriya divisional secretariat,nan,nan,medirigiriya pradeshiya sabha
guest houses,panorama hotel,"9/3, naotunna, talalla",7,a,matara,devinuwara divisional secretariat,80.630098,5.946184,devinuwara pradeshiya sabha
guest houses,amila guest house,"no 5,love lane.cross road,uppuweli,trincomalee",5,c,trincomalee,trincomalee divisional secretariat,81.215846,8.594559,trincomalee
guest houses,paradise resort,"15/ 8 a, dangolla road, gatambe,kandy",18,c,kandy,gangawata koralaya,80.608277,7.270056,kandy
guest houses,delmar mount view hotel,"no :213/7, aladeniya, werellagam, kandy",8,a,kandy,harispattuwa divisional secretariat,80.565804,7.337839,harispattuwa pradeshiya sabha
guest houses,delthota village,"154, bopitiya road, deltota",8,b,kandy,pathahewaheta divisional secretariat,80.699216,7.174126,pathahewaheta
guest houses,m.b guest house & restaurent,no :100/2. palangature. kochchikade,5,b,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,ran sea hotel,"watthegama, dickwella.",12,b,matara,dickwella divisional secretariat,nan,nan,dickwella
guest houses,hotel binota,no 21. bonavista road. kelegala. nuwara eliya,9,a,nuwara eliya,nuwara eliya divisional secretariat,80.774704,6.955417,nuwara eliya
guest houses,nethmini guest & rest,"1st mile post ,ampara road,siyabalanduwa",15,c,moneragala,moneragala divisional secretariat,81.558596,6.918292,ampara
guest houses,paradise inn-,"no 67,gangaboda road,deltara",19,a,colombo,kesbewa divisional secretariat,nan,nan,kesbewa
guest houses,choys water front residence,"no31,custom house road,negombo",8,a,gampaha,negombo divisional secretariat,79.835564,7.208541,negombo
guest houses,nonagama village tourist guest house,"no 275,tangalle road,ekkasse,ambalantota",7,b,hambantota,ambalantota divisional secretariat,80.992906,6.114312,ambalantota pradeshiya sabha
guest houses,hotel red rose,"no 32b,cemetry road,kudapaduwa,negombo",7,a,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,the havelock place bunglow,"no 6 & 8,havelock place,colombo 05",7,a,colombo,colombo divisional secretariat,79.865045,6.885259,colombo
guest houses,godagama reach hotel,"no23/3,samanala uyana, padukka road,godagama,meegoda",18,a,colombo,homagama divisional secretariat,80.035188,6.84855,homagama pradeshiya sabha
guest houses,cocoon sea resort,"no 903,galle road,duwe madara,kosgoda",7,a,galle,balapitiya divisional secretariat,80.022195,6.348125,balapitiya
guest houses,power zone guest house,"no743/1,matale road,alawatugoda",5,b,kandy,akurana divisional secretariat,80.612297,7.403021,akurana pradeshiya sabha
guest houses,giragala village restaurent,"bandaramulla,mirissa",17,b,matara,weligama divisional secretariat,80.462675,5.943054,weligama pradeshiya sabha
guest houses,shanghai,"shanghai enterprises,no 12,first lane,angulana station road,moratuwa",5,a,colombo,moratuwa divisional secretariat,79.881909,6.802403,moratuwa
guest houses,mount waves hotel,"no 17-19, de seram road,mount lavinia",9,b,colombo,dehiwala divisional secretariat,79.86475,6.840511,dehiwala-mount lavinia
guest houses,dickwella beach hotel,"no.112, mahawela road, dickwella",15,b,matara,dickwella divisional secretariat,80.69762,5.964324,dickwella
guest houses,indra hotel,"174/3,naduna watta,ragama road,kadawatha",19,b,gampaha,gampaha divisional secretariat,79.950605,7.002975,gampaha
guest houses,nandana wijaya food & rest,"no 509,high level road,wejerama,nugegoda",5,b,colombo,maharagama divisional secretariat,nan,nan,maharagama
guest houses,ruwala resort,"kalpitiya road,thihaliya,eththale",6,b,puttalam,kalpitiya divisional secretariat,79.735411,8.109541,kalpitiya pradeshiya sabha
guest houses,hotel mihira village,"anuradhapura road, dethawa, ambanpola.",8,a,kurunegala,ambanpola divisional secretariat,nan,nan,kurunegala
guest houses,the icebear guest house,"95,lewis place, negombo",8,c,gampaha,negombo divisional secretariat,79.840137,7.224388,negombo
guest houses,hansa holiday rest,"no 5/1, wewala kanda, wewala - horana",15,a,kalutara,horana divisional secretariat,80.068375,6.701054,horana pradeshiya sabha
guest houses,indrans,"40/5, railway station road, vavuniya",6,c,vavuniya,vavuniya,80.494198,8.752929,vavuniya
guest houses,mount royal hanthana,"no.02, athulgama, matihakka waththa, uduwela, hanthana",10,a,kandy,puliyadda,nan,nan,pahatha hewaheta
guest houses,nippon villa beach resort,"no.412/d, galle road, wewala, hikkaduwa",26,a,galle,hikkaduwa divisional secretariat,80.103424,6.128514,hikkaduwa
guest houses,star hotel & restaurant,"malisanthy, karaveddy",7,c,jaffna,karaveddy,nan,nan,vadamarachchy south west
guest houses,aana,"225 a9 rd kanagarayankulam ,vavunia",10,b,vavuniya,vavuniya,nan,nan,vavuniya
guest houses,hotel ashford - nuwara eliya,"welimada road, seetha eliya, nuwara eliya",20,a,nuwara eliya,nuwara eliya divisional secretariat,80.806478,6.934051,nuwara eliya
guest houses,beema resorts,"no 9,ranwan uyana,mungama,horana",6,b,kalutara,horana divisional secretariat,nan,nan,horana pradeshiya sabha
guest houses,diya ulpatha tea garden resort,"mawathagoda road,horavala",5,b,kalutara,kalutara divisional secretariat,80.129562,6.472226,kalutara pradeshiya sabha
guest houses,sanoreech hotel,"no :391/1 ,chilaw road,dalupotha,negombo",5,a,gampaha,negombo divisional secretariat,79.850068,7.225966,kundasle
guest houses,sapthapadhi,"no:35, colombo road,malangama,ratnapura",14,a,ratnapura,balangoda divisional secretariat,80.383669,6.732908,ratnapura
guest houses,pawana restaurant and guest house,"no 90/2, wishwakala road,wishwakalawa,piliyandala",7,b,colombo,kesbewa divisional secretariat,nan,nan,kesbewa
guest houses,greystones villa,"""greystone villa"", diyatalawa",5,b,badulla,haputale divisional secretariat,nan,nan,haputale
guest houses,m.p.s.village,"kalundewa road, dambulu oya junction, dambulla",12,a,matale,dambulla divisional secretariat,80.677775,7.798769,dambulla pradeshiya sabha
guest houses,"aarya lagoon ,kalpitiya","kalpitiya road,mampuri",5,a,puttalam,kalpitiya divisional secretariat,79.742325,7.995629,kalpitiya pradeshiya sabha
guest houses,white house holiday inn,"15/4,butthala road,panguwatta gama,passara",6,a,badulla,passara divisional secretariat,81.162021,6.933551,badulla
guest houses,manoma leisure village,"no 165/11 , upper lake road , nuwara eliya",12,b,nuwara eliya,nuwara eliya divisional secretariat,80.785329,6.957035,sri jayawardenapura-kotte
guest houses,sea breeze restaurant & guest inn,"430,beach road,sainthamaruthu",7,c,ampara,sainthamarathu divisional secretariat,81.840089,7.408089,kalmunai
guest houses,seven eleven hotel,"no:269/l,araliya uyana,hokandara road,thalawathugoda",11,a,colombo,maharagama divisional secretariat,79.94153,6.879555,maharagama
guest houses,excell hotel & restaurant,"main street,urubokka",8,c,matara,pasgoda divisional secretariat,nan,nan,pasgoda pradeshiya sabha
guest houses,farcry,"perakanatte, gangeyaya, wilgamuwa, wasgamuwa",6,a,matale,wilgamuwa divisional secretariat,nan,nan,wilgamuwa pradeshiya sabha
guest houses,panwila cabanas,"cinnamon nr.030,panwila,80240,hikkaduwa",6,c,galle,hikkaduwa divisional secretariat,80.123665,6.132364,hikkaduwa
guest houses,happy leoni hotel,"no 329/6,mahawela waththa,5th lane,mehenthale road,anuradhapura",10,a,anuradhapura,anuradhapura east,80.487041,8.353516,anuradhapura
guest houses,sandadiya guest house and restaurant,"debarawewa lake lane,debarawewa,tissamaharamaya",7,c,hambantota,thissamaharama divisional secretariat,81.268153,6.287025,thissamaharama
guest houses,isuru restaurant,"no.42/b, kandy road, gelioya",12,b,kandy,udunuwara divisional secretariat,80.597858,7.216917,udunuwara pradeshiya sabha
guest houses,tisara villas,"adagewatta,duwamalala rd,katukurunda,habaraduwa",20,a,galle,habaraduwa divisional secretariat,nan,nan,galle
guest houses,number one mirissa hotel,"no 1,kopparamulla,mirissa",9,a,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
guest houses,seyana eco lodge,"lankagama,neluwa,galle",6,c,galle,neluwa divisional secretariat,nan,nan,galle
guest houses,royal bar and hotel,"no 44,kings street,kandy",6,a,kandy,kandy divisional secretariat,80.63758,7.295276,kandy
guest houses,aarya hotel,"kolongalla estate,randeniya,hiriwadunna",7,a,kegalle,kegalle divisional secretariat,80.382392,7.272594,kegalle
guest houses,rimaco hotel,"no 01,colombo rd,kahathuduwa",6,b,colombo,homagama divisional secretariat,nan,nan,homagama pradeshiya sabha
guest houses,thevni reception hall and holiday resort,"216,arakwila,bope,padukka",15,a,kalutara,kalutara divisional secretariat,80.14494,6.817573,kalutara pradeshiya sabha
guest houses,platinum resort,"new kandy road,nelumkulama,anuradhapura",6,a,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,euro star holiday inn,"kadawatha road , ulhitiyawa , wennappuwa",5,c,puttalam,wennappuwa divisional secretariat,nan,nan,wennappuwa pradeshiya sabha
guest houses,mirissa bay resort,"udupila,mirissa",9,b,matara,weligama divisional secretariat,80.459803,5.944825,uhana pradeshiya sabha
guest houses,new casaromana rest,"no : 03 ,kuliyapitiya road ,hettipola",6,b,kurunegala,kuliyapitiya east divisional secretariat,nan,nan,kurunegala
guest houses,golden view,"no 68,egodawatta,boralesgamuwa",11,b,colombo,kesbewa divisional secretariat,nan,nan,kesbewa
guest houses,nice place resturant & bungalows,"inamaluwa,dambulla.",7,a,matale,dambulla divisional secretariat,80.691631,7.909657,dambulla pradeshiya sabha
guest houses,premachandra tourist hotel,"no 15,nadee mawatha,egoda uyana,moratuwa",10,b,colombo,moratuwa divisional secretariat,nan,nan,moratuwa
guest houses,thilina rest house,"wadakada,narammala road,kaikole,polgahawela",7,b,kurunegala,kurunegala divisional secretariat,nan,nan,kurunegala
guest houses,semila green garden hotel,"no 152,kodikara waththa,madatugama",8,b,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,tissa inn,"wellawaya road,tissamaharama",12,a,hambantota,thissamaharama divisional secretariat,nan,nan,thissamaharama
guest houses,green wood tourist guest house,alikandawatta elahera,6,b,matale,matale divisional secretariat,nan,nan,matale
guest houses,de silva wind resort kalpitiya,"pudukuduiruppu,seethawadi,kalpitiya",9,b,puttalam,puttalam divisional secretariat,79.740314,8.230936,puttalam
guest houses,tea bush hotel,"no:29,haddon hill road,nuwara eliya",9,a,nuwara eliya,nuwara eliya divisional secretariat,80.762923,6.962004,nuwara eliya
guest houses,grand regent,"galkotuwa, pothana, kimbissa, sigiriya",12,a,matale,dambulla divisional secretariat,80.722325,7.934016,dambulla pradeshiya sabha
guest houses,"danyaa restaurant,bar & accommodation","no.605, bar road, batticaloa",6,c,batticaloa,batticaloa divisional secretariat,nan,nan,batticaloa
guest houses,the hideout sigiriya holiday resort,"palutawa road,rangirigama,kimbissa",9,a,matale,dambulla divisional secretariat,80.722329,7.934016,dambulla pradeshiya sabha
guest houses,asvika hotel,"no.09, sawmiyapuram, kotagala",14,a,nuwara eliya,nuwara eliya divisional secretariat,80.597509,6.916606,nuwara eliya
guest houses,number twenty villa,"no 20,middle street,fort,galle",5,b,galle,galle divisional secretariat,nan,nan,galle
guest houses,cinnamon inn,"cinnamon inn,kongala,hakmana",5,b,matara,hakmana divisional secretariat,nan,nan,matara
guest houses,wimal resort,"274/24,parangiya watta,peellagoda,unawatuna",9,a,galle,habaraduwa divisional secretariat,80.248947,6.010034,habaraduwa
guest houses,nooit gedacht castle o villa,"182, matara road, unawatuna",38,a,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
guest houses,nil diya mankada safari lodge,"c.d.e.place,walawegama,udawalawa",5,a,ratnapura,embilipitiya divisional secretariat,80.840427,6.417966,embilipitiya
guest houses,amal villa,"robolgoda,benthota",7,a,galle,benthota divisional secretariat,80.001058,6.411774,bentota pradeshiya sabha
guest houses,pigeon island view guest house,"9th mile post,nilaveli",12,a,trincomalee,trincomalee divisional secretariat,81.197698,8.686514,trincomalee
guest houses,ceylonica beach,"no 47,lewis place,negombo",10,b,gampaha,negombo divisional secretariat,79.839985,7.222095,negombo
guest houses,pahan lanka family resturant,"millagas junction,pannipitiya,waskaduwa",6,b,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
guest houses,coral seas beach resort,"n0.346, galle road, hikkaduwa",8,a,galle,hikkaduwa divisional secretariat,80.100077,6.134225,hikkaduwa
guest houses,amanda hills kandy,"65, saranankara road, kandy",12,b,kandy,kandy divisional secretariat,80.641838,7.287181,kandy
guest houses,gamodh citadel resort,"loluwagoda ,elayapaththuwa,anuradhapura",10,a,anuradhapura,anuradhapura east,80.364711,8.364036,anuradhapura
guest houses,sandaeliya holiday resort and guest house,"kirinda road,kamburupitiya",9,c,matara,kamburupitiya divisional secretariat,nan,nan,kamburupitiya pradeshiya sabha
guest houses,the lavender house,"helaboda estate,katukithula,pussallawa",5,a,nuwara eliya,kothmale divisional secretariat,nan,nan,nuwara eliya
guest houses,yala caravan village,"84,gurugoda,palatupana,kirinda,tissamaharamaya",8,a,hambantota,thissamaharama divisional secretariat,81.372383,6.23996,thissamaharama
guest houses,tissa wawu hotel,"pothanagama ,galwala road,anuradhapura.",52,a,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,muthuweli beach resort,"7/1a,new galle road,egodauyana,moratuwa",5,b,colombo,moratuwa divisional secretariat,79.894659,6.73596,moratuwa
guest houses,midky hotel,"no.405, kandy road, bambarakele, nuwaraeliya",8,a,nuwara eliya,nuwara eliya divisional secretariat,80.753551,6.981969,nuwara eliya
guest houses,lantern,"no.71,matara road,kamburugamuwa,matara.",6,a,colombo,colombo divisional secretariat,nan,6.879486,colombo
guest houses,na sevana inn,"74,kandy road,wewaldeniya",10,b,gampaha,gampaha divisional secretariat,80.154731,7.198057,gampaha
guest houses,kitesurfing lanka,"dutch bay road,kandakuliya,kalpitiya",6,a,puttalam,kalpitiya divisional secretariat,nan,nan,kalpitiya pradeshiya sabha
guest houses,silver ring village hotel,"no:52/1,kidagammulla,gampaha",8,b,gampaha,gampaha divisional secretariat,80.008895,7.080992,gampaha
guest houses,randiyatha hotel,"kunchikulam, ipologama, anuradhapura",6,a,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,hotel sunhill,"no.18 unique view road,nuwaraeliya",15,a,nuwara eliya,nuwara eliya divisional secretariat,80.765423,6.963377,nuwara eliya
guest houses,royal seawind,"no 26,beach rood polhena-matara.",11,b,matara,matara divisional secretariat,80.527579,5.936933,matara
guest houses,vikum and warunika hotels,"800/11, colombo road, kurana, negombo",10,b,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,rivi ras hotel,"50/2 de sanam road,mt lavinia.",25,a,colombo,ratmalana divisional secretariat,79.86366,6.836248,dehiwala-mount lavinia
guest houses,de bluemaryen hotel,"no:78 a,lake round,kurunagala",5,b,kurunegala,kurunegala divisional secretariat,nan,nan,kurunegala
guest houses,hotel madara,"kandy road,thirappani,anuradhapura",6,b,anuradhapura,anuradhapura east,nan,nan,anuradhapura
guest houses,leon rest,"a 9 road,pihillawatta,kawdupelalla,matale.",6,b,matale,matale divisional secretariat,nan,nan,matale
guest houses,ayubowan guest house,"47/55 school lane ettukala,negombo",6,a,gampaha,negombo divisional secretariat,79.843597,7.235167,negombo
guest houses,samren restaurant,"no.126, siribopura, hambantota",12,b,hambantota,hambantota divisional secretariat,81.126983,6.148158,hambantota
guest houses,hotel lux etoiles,"no 34,chetty street lane,nallur,jaffna",22,a,jaffna,jaffna divisional secretariat,nan,nan,jaffna
guest houses,sea view hotels,"no.15, sea view avenue, colombo 03",23,a,colombo,colombo divisional secretariat,nan,nan,colombo
guest houses,beverly hills hotel,"no.27,de saram road,mount lavinia",24,b,colombo,mount lavinia,79.86486,6.839056,dehiwala-mount lavinia
guest houses,hill house - kandy,"no:60/83,inner circular road,aniwate,kandy",11,a,kandy,kandy divisional secretariat,80.650322,7.283531,kandy
guest houses,araliya inn,"no:20/1b,sri sumangala mawatha,polgahawela",7,b,kurunegala,kurunegala divisional secretariat,80.62592,7.291109,kurunegala
guest houses,sergeant house,"no:381,matara road,ganahena,unawatuna,galle",5,a,galle,galle divisional secretariat,80.253185,6.006796,galle
guest houses,neptune restaurant and guest house,"no.484, pelene, weligama",20,a,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
guest houses,imagine leisure,"234,ekanayakawatta,kamburugamuwa",9,a,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
guest houses,oak-ray orchid rest,"no.291, sirimavo bandaranayake mawatha, kandy",6,b,kandy,gangawata koralaya,nan,nan,kandy
guest houses,opulent river face hotel,"no 166,koswatta road,nawala,rajagiriya",15,a,colombo,colombo divisional secretariat,79.901574,6.901552,colombo
guest houses,rajanawa heritage resort,"hilburn watta,marapana,rathnapura",10,a,ratnapura,ratnapura divisional secretariat,80.432552,6.664646,ratnapura
guest houses,fire dragon guest house,"111/05,st ann's lane,palangathure,kochchikade,negombo",7,a,gampaha,negombo divisional secretariat,nan,nan,negombo
guest houses,sevana city hotel,"no 84,peradeniya road,kandy",15,a,kandy,kandy divisional secretariat,80.63163,7.291993,kandy
guest houses,palmyrah house,"thalaimannarama road, karisal, mannar",5,a,mannar,manmunai north divisional secretariat,79.848231,9.064469,jaffna
guest houses,diyamba beach resort,"kandakuliya beach road,kandakuliya,kalpitiya.",8,b,puttalam,kalpitiya divisional secretariat,79.713051,8.215804,kalpitiya pradeshiya sabha
